11,[Clinical Trials](https://www.mayo.edu/research/clinical-trials) [Institutional Review Board](https://www.mayo.edu/research/institutional-review-board/overview) [Postdoctoral Fellowships](https://jobs.mayoclinic.org/search-jobs/postdoctoral%20fellowships/33647/1) [Training Grant Programs](https://www.mayo.edu/research/training-grant-programs)
12,Education --------- [Mayo Clinic College of Medicine and Science](https://college.mayo.edu/) [Mayo Clinic Graduate School of Biomedical Sciences](https://college.mayo.edu/academics/biomedical-research-training/) [Mayo Clinic Alix School of Medicine](https://college.mayo.edu/academics/mayo-clinic-alix-school-of-medicine/)
13,[Mayo Clinic School of Graduate Medical Education](https://college.mayo.edu/academics/residencies-and-fellowships/) [Mayo Clinic School of Health Sciences](https://college.mayo.edu/academics/health-sciences-education/) [Mayo Clinic School of Continuous Professional Development](https://ce.mayo.edu/) [Mayo Clinic College of Medicine and Science](https://college.mayo.edu/) !
14,[Image 5](https://assets.mayoclinic.org/content/dam/media/global/images/2023/06/26/mccms-Getty-1082003662-415x275.jpg) * Giving to Mayo Clinic [Give Now](https://philanthropy.mayoclinic.org/donateMC) [Giving to Mayo Clinic](https://www.mayoclinic.org/giving-to-mayo-clinic) [Frequently Asked Questions](https://www.mayoclinic.org/giving-to-mayo-clinic/contact-us/frequently-asked-questions)
15,"[Contact Us to Give](https://www.mayoclinic.org/giving-to-mayo-clinic/contact-us) [Make a Donation](https://philanthropy.mayoclinic.org/donateMC) ! [Image 6](https://assets.mayoclinic.org/content/dam/media/global/images/2023/10/23/giving-to-mayo-em100063715-p-195580295-415x275.png) [![Image 7: Mayo Clinic Home Page](https://assets.mayoclinic.org/content/dam/mayoclinic/logos/mayo-clinic-logo.svg)](https://www.mayoclinic.org/)

*"
16,[Request appointment](https://www.mayoclinic.org/appointments) * [Log in](https://onlineservices.mayoclinic.org/content/staticpatient/showpage/patientonline) * Search *   Menu [Request appointment](https://www.mayoclinic.org/appointments)
17,[Donate](https://philanthropy.mayoclinic.org/donateMC) [Diseases & conditions](https://www.mayoclinic.org/diseases-conditions) [Find a doctor](https://www.mayoclinic.org/appointments/find-a-doctor) Care at Mayo Clinic [Patient-Centered Care](https://www.mayoclinic.org/patient-centered-care)
18,[About Mayo Clinic](https://www.mayoclinic.org/about-mayo-clinic) [Request Appointment](https://www.mayoclinic.org/appointments) [Find a Doctor](https://www.mayoclinic.org/appointments/find-a-doctor) [Locations](https://www.mayoclinic.org/locations)
19,[Clinical Trials](https://www.mayo.edu/research/clinical-trials) [Connect to Support Groups](https://connect.mayoclinic.org/) [Patient & Visitor Guide](https://www.mayoclinic.org/patient-visitor-guide) [Billing & Insurance](https://www.mayoclinic.org/billing-insurance)
20,[Departments & Centers](https://www.mayoclinic.org/departments-centers) [International Services](https://www.mayoclinic.org/departments-centers/international) [Contact Us](https://www.mayoclinic.org/about-mayo-clinic/contact) [Patient & Visitor Guide](https://www.mayoclinic.org/patient-visitor-guide) !
21,[Image 8](https://assets.mayoclinic.org/content/dam/media/global/images/2023/06/26/pt-visitor-Getty-1419492732-415x275.jpg) Health Library [Diseases & Conditions](https://www.mayoclinic.org/diseases-conditions) [Symptoms](https://www.mayoclinic.org/symptoms) [Tests & Procedures](https://www.mayoclinic.org/tests-procedures)
22,[Drugs & Supplements](https://www.mayoclinic.org/drugs-supplements) [Healthy Lifestyle](https://www.mayoclinic.org/healthy-lifestyle) [Books & Subscriptions](https://mcpress.mayoclinic.org/?utm_source=MC-DotOrg-Nav&utm_medium=Link&utm_campaign=MC-Press&utm_content=MCPRESS) [Diseases & Conditions](https://www.mayoclinic.org/diseases-conditions) !
23,[Image 9](https://assets.mayoclinic.org/content/dam/media/global/images/2023/06/26/disease-conditions-Getty-1334250777-415x275.jpg) For Medical Professionals [Medical Professional Resources](https://www.mayoclinic.org/medical-professionals) [Refer a Patient](https://www.mayoclinic.org/medical-professionals/provider-relations/refer-patient) [Continuing Medical Education](https://ce.mayo.edu/)
24,[AskMayoExpert](https://askmayoexpert.mayoclinic.org/) [Mayo Clinic Laboratories](https://www.mayocliniclabs.com/) [Video Center](https://medprofvideos.mayoclinic.org/) [Journals & Publications](https://www.mayoclinic.org/medical-professionals/publications)
25,[Mayo Clinic Alumni Association](https://alumniassociation.mayo.edu/) [Continuing Medical Education](https://ce.mayo.edu/) ! [Image 10](https://assets.mayoclinic.org/content/dam/media/global/images/2023/06/26/cont-ed-1676659-3734290-0048-C-415x275.jpg) Research & Education at Mayo Clinic Research -------- [Research at Mayo Clinic](https://www.mayo.edu/research)
26,[Research Faculty](https://www.mayo.edu/research/faculty) [Laboratories](https://www.mayo.edu/research/labs) [Core Facilities](https://www.mayo.edu/research/core-facilities/overview) [Centers & Programs](https://www.mayo.edu/research/centers-programs)
27,[Departments & Divisions](https://www.mayo.edu/research/departments-divisions) [Clinical Trials](https://www.mayo.edu/research/clinical-trials) [Institutional Review Board](https://www.mayo.edu/research/institutional-review-board/overview) [Postdoctoral Fellowships](https://jobs.mayoclinic.org/search-jobs/postdoctoral%20fellowships/33647/1)
28,[Training Grant Programs](https://www.mayo.edu/research/training-grant-programs) Education --------- [Mayo Clinic College of Medicine and Science](https://college.mayo.edu/) [Mayo Clinic Graduate School of Biomedical Sciences](https://college.mayo.edu/academics/biomedical-research-training/)
29,[Mayo Clinic Alix School of Medicine](https://college.mayo.edu/academics/mayo-clinic-alix-school-of-medicine/) [Mayo Clinic School of Graduate Medical Education](https://college.mayo.edu/academics/residencies-and-fellowships/) [Mayo Clinic School of Health Sciences](https://college.mayo.edu/academics/health-sciences-education/) [Mayo Clinic School of Continuous Professional Development](https://ce.mayo.edu/)
30,[Mayo Clinic College of Medicine and Science](https://college.mayo.edu/) ! [Image 11](https://assets.mayoclinic.org/content/dam/media/global/images/2023/06/26/mccms-Getty-1082003662-415x275.jpg) Giving to Mayo Clinic [Give Now](https://philanthropy.mayoclinic.org/donateMC) [Giving to Mayo Clinic](https://www.mayoclinic.org/giving-to-mayo-clinic) [Frequently Asked Questions](https://www.mayoclinic.org/giving-to-mayo-clinic/contact-us/frequently-asked-questions)
31,"[Contact Us to Give](https://www.mayoclinic.org/giving-to-mayo-clinic/contact-us) [Make a Donation](https://philanthropy.mayoclinic.org/donateMC) ! [Image 12](https://assets.mayoclinic.org/content/dam/media/global/images/2023/10/23/giving-to-mayo-em100063715-p-195580295-415x275.png) * [Patient Care & Health Information](https://www.mayoclinic.org/patient-care-and-health-information)
*"
32,"[Diseases & Conditions](https://www.mayoclinic.org/diseases-conditions) [Gastritis](https://www.mayoclinic.org/diseases-conditions/gastritis/symptoms-causes/syc-20355807)
==================================================================================================

[Request an Appointment](https://www.mayoclinic.org/appointments) * [Symptoms & causes](https://www.mayoclinic.org/diseases-conditions/gastritis/symptoms-causes/syc-20355807)"
33,* [Diagnosis & treatment](https://www.mayoclinic.org/diseases-conditions/gastritis/diagnosis-treatment/drc-20355813) * [Doctors & departments](https://www.mayoclinic.org/diseases-conditions/gastritis/doctors-departments/ddc-20355815)
34,"[Print](https://www.mayoclinic.org/diseases-conditions/gastritis/symptoms-causes/syc-20355807?p=1)

Overview
--------

 ! [Image 13: Pyloric valve, stomach and upper part of small intestine](https://www.mayoclinic.org/-/media/kcms/gbs/patient-consumer/images/2013/11/15/17/42/ds00301_-ds00488_-ds00612_-ds00651_-ds00715_-ds00758_im02665_r7_pyloricvalve_jpg.jpg) Stomach and pyloric valve Enlarge image

Close

### Stomach and pyloric valve

! [Image 14: Pyloric valve, stomach and upper part of small intestine](https://www.mayoclinic.org/-/media/kcms/gbs/patient-consumer/images/2013/11/15/17/42/ds00301_-ds00488_-ds00612_-ds00651_-ds00715_-ds00758_im02665_r7_pyloricvalve_jpg.jpg)

### Stomach and pyloric valve

The stomach is a muscular sac. It's about the size of a small melon that expands when you eat or drink."
35,"It can hold as much as a gallon (about 4 liters) of food or liquid. Once the stomach grinds the food, strong muscle contractions called peristaltic waves push the food toward the pyloric valve. The pyloric valve leads to the upper part of the small intestine, called the duodenum. Gastritis is a general term for a group of conditions with one thing in common: Inflammation of the lining of the stomach."
36,"The inflammation of gastritis is most often the result of infection with the same bacterium that causes most stomach ulcers or the regular use of certain pain relievers. Drinking too much alcohol also can contribute to gastritis. Gastritis may occur suddenly (acute gastritis) or appear slowly over time (chronic gastritis). In some cases, gastritis can lead to ulcers and an increased risk of stomach cancer."
37,"For most people, however, gastritis isn't serious and improves quickly with treatment.

### Products & Services

* [A Book: Mayo Clinic on Digestive Health](https://order.store.mayoclinic.com/books/gnweb08?utm_source=MC-DotOrg-PS&utm_medium=Link&utm_campaign=Digestive-Book&utm_content=DIG) Symptoms
--------

Gastritis doesn't always cause symptoms. When it does, the symptoms of gastritis may include:

*"
38,"Gnawing or burning ache or pain, called indigestion, in your upper belly. This feeling may become either worse or better after eating. *   Nausea. *   Vomiting."
39,"* A feeling of fullness in your upper abdomen after eating. ### When to see a doctor

Nearly everyone has had indigestion and stomach irritation at some point. Usually, indigestion doesn't last long and doesn't require medical care."
40,"See your healthcare professional if you have symptoms of gastritis for a week or longer. Seek medical attention right away if you have severe pain or if you have vomiting where you cannot hold any food down. Also seek attention right away if you feel lightheaded or dizzy. Tell your healthcare professional if your stomach discomfort happens after taking medicines, especially aspirin or other pain relievers."
41,"If you are vomiting blood, have blood in your stools or have stools that appear black, see your healthcare professional right away to find the cause. [Request an appointment](https://www.mayoclinic.org/appointments) There is a problem with information submitted for this request. Review/update the information highlighted below and resubmit the form."
42,"From Mayo Clinic to your inbox
------------------------------

Sign up for free and stay up to date on research advancements, health tips, current health topics, and expertise on managing health. [Click here for an email preview.](https://links.e.response.mayoclinic.org/EmailPreview-GeneralHealth) Email

Address 1 

ErrorEmail field is required

ErrorInclude a valid email address

Learn more about Mayo Clinic’s use of data. To provide you with the most relevant and helpful information, and understand which information is beneficial, we may combine your email and website usage information with other information we have about you. If you are a Mayo Clinic patient, this could include protected health information."
43,"If we combine this information with your protected health information, we will treat all of that information as protected health information and will only use or disclose that information as set forth in our notice of privacy practices. You may opt-out of email communications at any time by clicking on the unsubscribe link in the e-mail.

Subscribe!

### Thank you for subscribing! You'll soon start receiving the latest Mayo Clinic health information you requested in your inbox. ### Sorry something went wrong with your subscription

Please, try again in a couple of minutes

Retry

Causes
------"
44,Gastritis is an inflammation of the stomach lining. The stomach lining is a mucus-lined barrier that protects the stomach wall. Weaknesses or injury to the barrier allows digestive juices to damage and inflame the stomach lining. Several diseases and conditions can increase the risk of gastritis.
45,"These include inflammatory conditions, such as Crohn's disease. Risk factors
------------

Factors that increase your risk of gastritis include:

* **Bacterial infection. *"
46,"* A bacterial infection called Helicobacter pylori, also known as H. pylori, is one of the most common worldwide human infections. However, only some people with the infection develop gastritis or other upper gastrointestinal disorders. Healthcare professionals believe sensitivity to the germs could be inherited."
47,"Sensitivity also may be caused by lifestyle choices, such as smoking and diet. *   **Regular use of pain relievers. * * Pain relievers known as nonsteroidal anti-inflammatory drugs, also called NSAIDs, can cause both acute gastritis and chronic gastritis."
48,"NSAIDs include ibuprofen (Advil, Motrin IB, others) and naproxen sodium (Aleve, Anaprox DS). Using these pain relievers regularly or taking too much of these medicines may damage the stomach lining. *   **Older age. *"
49,* Older adults have an increased risk of gastritis because the stomach lining tends to thin with age. Older adults also have an increased risk because they are more likely to have H. pylori infection or autoimmune disorders than younger people are. *   **Excessive alcohol use. *
50,* Alcohol can irritate and break down your stomach lining. This makes your stomach more vulnerable to digestive juices. Excessive alcohol use is more likely to cause acute gastritis. *   **Stress.
51,"* * Severe stress due to major surgery, injury, burns or severe infections can cause acute gastritis. *   **Cancer treatment. *"
52,* Chemotherapy medicines or radiation treatment can increase your risk of gastritis. *   **Your own body attacking cells in your stomach. *
53,"* Called autoimmune gastritis, this type of gastritis occurs when your body attacks the cells that make up your stomach lining. This reaction can wear away at your stomach's protective barrier. Autoimmune gastritis is more common in people with other autoimmune disorders. These include Hashimoto's disease and type 1 diabetes."
54,Autoimmune gastritis also can be associated with vitamin B-12 deficiency. * **Other diseases and conditions****.* * Gastritis may be associated with other medical conditions.
55,"These may include HIV/AIDS, Crohn's disease, celiac disease, sarcoidosis and parasitic infections. Complications
-------------

Left untreated, gastritis may lead to stomach ulcers and stomach bleeding. Rarely, some forms of chronic gastritis may increase your risk of stomach cancer. This risk is increased if you have extensive thinning of the stomach lining and changes in the lining's cells."
56,Tell your healthcare professional if your symptoms aren't improving despite treatment for gastritis. [By Mayo Clinic Staff](https://www.mayoclinic.org/about-this-site/meet-our-medical-editors) [Request an appointment](https://www.mayoclinic.org/appointments) [Diagnosis & treatment](https://www.mayoclinic.org/diseases-conditions/gastritis/diagnosis-treatment/drc-20355813)
57,"Feb. 14, 2024

[Print](https://www.mayoclinic.org/diseases-conditions/gastritis/symptoms-causes/syc-20355807?p=1)

Show references

1. Feldman M, et al., eds. Gastritis and gastropathy. In: Sleisenger and Fordtran's Gastrointestinal and Liver Disease: Pathophysiology, Diagnosis, Management."
58,"11th ed. Elsevier; 2021. https://www.clinicalkey.com. Accessed Dec. 3, 2021."
59,2.  Ferri FF. Gastritis. In: Ferri's Clinical Advisor 2022. Elsevier; 2022.
60,"https://www.clinicalkey.com. Accessed Dec. 3, 2021. 3.  Gastritis and gastropathy. National Institute of Diabetes and Digestive and Kidney Diseases."
61,"https://www.niddk.nih.gov/health-information/digestive-diseases/gastritis-gastropathy. Accessed Dec. 3, 2021. 4.  Overview of gastritis. Merck Manual Professional Version."
62,"https://www.merckmanuals.com/professional/gastrointestinal-disorders/gastritis-and-peptic-ulcer-disease/overview-of-gastritis#. Accessed Dec. 3, 2021. 5.  Kellerman RD, et al. Gastritis and peptic ulcer disease."
63,"In: Conn's Current Therapy 2021. Elsevier; 2021. https://www.clinicalkey.com. Accessed Dec. 3, 2021."
64,"6.  FDA drug safety communication: Possible increased risk of fractures of the hip, wrist and spine with the use of proton pump inhibitors. U.S. Food and Drug Administration. https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/fda-drug-safety-communication-possible-increased-risk-fractures-hip-wrist-and-spine-use-proton-pump. Accessed Dec. 14, 2021."
65,"7.  Picco MF (expert opinion). Mayo Clinic. Jan. 9, 2022. Related
-------

### Associated Procedures

*"
66,[Needle biopsy](https://www.mayoclinic.org/tests-procedures/needle-biopsy/about/pac-20394749) * [Upper endoscopy](https://www.mayoclinic.org/tests-procedures/endoscopy/about/pac-20395197) *
67,"[X-ray](https://www.mayoclinic.org/tests-procedures/x-ray/about/pac-20395303)

### Products & Services

* [A Book: Mayo Clinic on Digestive Health](https://order.store.mayoclinic.com/books/gnweb08?utm_source=MC-DotOrg-PS&utm_medium=Link&utm_campaign=Digestive-Book&utm_content=DIG)

Gastritis
---------

* [Symptoms & causes](https://www.mayoclinic.org/diseases-conditions/gastritis/symptoms-causes/syc-20355807) *"
68,"[Diagnosis & treatment](https://www.mayoclinic.org/diseases-conditions/gastritis/diagnosis-treatment/drc-20355813) * [Doctors & departments](https://www.mayoclinic.org/diseases-conditions/gastritis/doctors-departments/ddc-20355815)

Advertisement

Mayo Clinic does not endorse companies or products. Advertising revenue supports our not-for-profit mission."
69,"**Advertising & Sponsorship**

* [Policy](https://www.mayoclinic.org/about-this-site/advertising-sponsorship-policy) * [Opportunities](https://www.mayoclinic.org/about-this-site/advertising-sponsorship)"
70,"* [Ad Choices](https://optout.aboutads.info/)

### Mayo Clinic Press

Check out these best-sellers and special offers on books and newsletters from [Mayo Clinic Press](https://mcpress.mayoclinic.org/?utm_source=MC-DotOrg-Text&utm_medium=Link&utm_campaign=MC-Press&utm_content=MCPRESS). * [NEW: Listen to Health Matters Podcast - Mayo Clinic PressNEW: Listen to Health Matters Podcast](https://mcpress.mayoclinic.org/podcasts/health-matters/)
*"
71,"[Mayo Clinic on Incontinence - Mayo Clinic PressMayo Clinic on Incontinence](https://order.store.mayoclinic.com/flex/mmv/incon01/?altkey=INMCPRC&utm_source=MC-DotOrg-Text&utm_medium=Link&utm_campaign=Incontinence-Book&utm_content=INC)
* [The Essential Diabetes Book - Mayo Clinic PressThe Essential Diabetes Book](https://order.store.mayoclinic.com/flex/mmv/ESDIAB1/?altkey=ESMCPRC&utm_source=MC-DotOrg-Text&utm_medium=Link&utm_campaign=Diabetes-Book&utm_content=EDIAB)
* [Mayo Clinic on Hearing and Balance - Mayo Clinic PressMayo Clinic on Hearing and Balance](https://order.store.mayoclinic.com/flex/mmv/HRBAL02/?altkey=HRMCPRC&utm_source=MC-DotOrg-Text&utm_medium=Link&utm_campaign=Hearing-Book&utm_content=HEAR)
*"
72,"[FREE Mayo Clinic Diet Assessment - Mayo Clinic PressFREE Mayo Clinic Diet Assessment](https://diet.mayoclinic.org/us/diet-assessment/diet-assessment/?profile=true&promo=65-qtr&utm_source=Mayo&utm_medium= Display&utm_campaign=text_link)
* [Mayo Clinic Health Letter - FREE book - Mayo Clinic PressMayo Clinic Health Letter - FREE book](https://order.store.mayoclinic.com/hl/HLFREEB?utm_source=MC-DotOrg-Text&utm_medium=Link&utm_campaign=HealthLetter-Digital&utm_content=HL_FREEBOOK)

CON-20256718

* [Patient Care & Health Information](https://www.mayoclinic.org/patient-care-and-health-information)
*   [Diseases & Conditions](https://www.mayoclinic.org/diseases-conditions)
*   [Gastritis](https://www.mayoclinic.org/diseases-conditions/gastritis/symptoms-causes/syc-20355807#)

!"
73,"[Image 15](https://assets.mayoclinic.org/content/dam/media/global/images/2023/11/14/giving-charity.svg) Your gift holds great power – donate today! -------------------------------------------

[Donate](https://philanthropy.mayoclinic.org/page.aspx?pid=1523&sourcecode=24R001WG1MWV90Z24B&utm_source=devorgtilead&utm_medium=devweb&utm_campaign=devevergreen)

Make your tax-deductible gift and be a part of the cutting-edge research and care that's changing medicine. [Donate](https://philanthropy.mayoclinic.org/page.aspx?pid=1523&sourcecode=24R001WG1MWV90Z24B&utm_source=devorgtilead&utm_medium=devweb&utm_campaign=devevergreen)

*"
74,"[Find a doctor](https://www.mayoclinic.org/appointments/find-a-doctor) * [Explore careers](https://jobs.mayoclinic.org/) * [Sign up for free e-newsletters](https://links.e.response.mayoclinic.org/preferencecenter) [About Mayo Clinic](https://www.mayoclinic.org/about-mayo-clinic)


---------------------------------------------------------------------

*   [About this Site](https://www.mayoclinic.org/about-this-site) *"
75,[Contact Us](https://www.mayoclinic.org/about-mayo-clinic/contact) * [Locations](https://www.mayoclinic.org/locations) * [Health Information Policy](https://www.mayoclinic.org/about-this-site/health-information-policy) * [Medicare Accountable Care Organization (ACO)](https://www.mayoclinic.org/about-mayo-clinic/aco) *
76,"[Media Requests](https://newsnetwork.mayoclinic.org/newsroom/) * [News Network](https://newsnetwork.mayoclinic.org/) * [Price Transparency](https://www.mayoclinic.org/patient-visitor-guide/billing-insurance/price-estimates/chargemaster) [Medical Professionals](https://www.mayoclinic.org/medical-professionals)


-----------------------------------------------------------------------------

*"
77,[AskMayoExpert](https://askmayoexpert.mayoclinic.org/) * [Clinical Trials](https://www.mayo.edu/research/clinical-trials) * [Mayo Clinic Alumni Association](https://alumniassociation.mayo.edu/) *
78,"[Refer a Patient](https://www.mayoclinic.org/medical-professionals/provider-relations/refer-patient) [Businesses](https://businessdevelopment.mayoclinic.org/)


-------------------------------------------------------------

*   [Executive Health Program](https://www.mayoclinic.org/departments-centers/mayo-clinic-executive-health-program/sections/overview/ovc-20253196) * [International Business Collaborations](https://www.mayoclinic.org/departments-centers/international/international-business-collaborations) *"
79,"[Facilities & Real Estate](https://www.mayoclinic.org/about-mayo-clinic/facilities-and-real-estate) * [Supplier Information](https://www.mayoclinic.org/about-mayo-clinic/supplier-information) [Medical Professionals](https://www.mayoclinic.org/medical-professionals)


-----------------------------------------------------------------------------

* [AskMayoExpert](https://askmayoexpert.mayoclinic.org/) *"
80,[Clinical Trials](https://www.mayo.edu/research/clinical-trials) * [Mayo Clinic Alumni Association](https://alumniassociation.mayo.edu/) * [Refer a Patient](https://www.mayoclinic.org/medical-professionals/provider-relations/refer-patient)
81,"[Businesses](https://businessdevelopment.mayoclinic.org/)


-------------------------------------------------------------

*   [Executive Health Program](https://www.mayoclinic.org/departments-centers/mayo-clinic-executive-health-program/sections/overview/ovc-20253196) * [International Business Collaborations](https://www.mayoclinic.org/departments-centers/international/international-business-collaborations) * [Facilities & Real Estate](https://www.mayoclinic.org/about-mayo-clinic/facilities-and-real-estate) *"
82,"[Supplier Information](https://www.mayoclinic.org/about-mayo-clinic/supplier-information) [Students](https://college.mayo.edu/)


-----------------------------------------

* [Admissions Requirements](https://college.mayo.edu/admissions-and-tuition/) * [Degree Programs](https://college.mayo.edu/academics/) *"
83,"[Student & Faculty Portal](https://login.edlink.mayo.edu/authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&tenantDomain=carbon.super&sessionDataKey=5575b8c9-06e5-4e99-bee0-0681c7a12289&relyingParty=LUM6P_LuminisPortal&type=samlsso&sp=LUM6P_LuminisPortal&isSaaSApp=false&authenticators=BasicAuthenticator%3ALOCAL) [Students](https://college.mayo.edu/)


-----------------------------------------

* [Degree Programs](https://college.mayo.edu/) * [Admissions Requirements](https://college.mayo.edu/admissions-and-tuition/) *   [Student & Faculty Portal](https://login.edlink.mayo.edu/authenticationendpoint/login.do?commonAuthCallerPath=%2Fsamlsso&forceAuth=false&passiveAuth=false&tenantDomain=carbon.super&sessionDataKey=5575b8c9-06e5-4e99-bee0-0681c7a12289&relyingParty=LUM6P_LuminisPortal&type=samlsso&sp=LUM6P_LuminisPortal&isSaaSApp=false&authenticators=BasicAuthenticator%3ALOCAL)"
84,"[Researchers](https://www.mayo.edu/research) ------------------------------------------------

* [Research Faculty](https://www.mayo.edu/research/faculty) * [Laboratories](https://www.mayo.edu/research/labs)"
85,"[International Patients](https://www.mayoclinic.org/departments-centers/international)


------------------------------------------------------------------------------------------

*   [Appointments](https://www.mayoclinic.org/departments-centers/international/appointments) * [Financial Services](https://www.mayoclinic.org/departments-centers/international/financial-services) * [International Locations & Offices](https://www.mayoclinic.org/departments-centers/international/locations) [Charitable Care & Financial Assistance](https://www.mayoclinic.org/patient-visitor-guide/billing-insurance/financial-assistance)


-------------------------------------------------------------------------------------------------------------------------------------

[Community Health Needs Assessment](https://www.communityengagement.mayoclinic.org/community-health-needs-assessment)

*   [Financial Assistance Documents – Arizona](https://www.mayoclinic.org/patient-visitor-guide/billing-insurance/financial-assistance/arizona-documents) *"
86,"[Financial Assistance Documents – Florida](https://www.mayoclinic.org/patient-visitor-guide/billing-insurance/financial-assistance/florida-documents) * [Financial Assistance Documents – Minnesota](https://www.mayoclinic.org/patient-visitor-guide/billing-insurance/financial-assistance/minnesota-documents) * * *

Follow Mayo Clinic
------------------

*"
87,[X](https://twitter.com/mayoclinic) * [Youtube](https://www.youtube.com/user/mayoclinic) * [Facebook](https://www.facebook.com/MayoClinic) * [Linkedin](https://www.linkedin.com/company/mayo-clinic) *
88,"[Instagram](https://www.instagram.com/mayoclinic/) Get the Mayo Clinic app
-----------------------

* [![Image 16: Android App on Google Play](https://assets.mayoclinic.org/content/dam/mayoclinic/badges/Google_Play_Store_badge_EN.svg)](https://play.google.com/store/apps/details?id=com.mayoclinic.patient&hl=en%27) * [![Image 17: Apple Download on the App Store](https://assets.mayoclinic.org/content/dam/mayoclinic/badges/App_Store_Badge_EN.svg)](https://apps.apple.com/us/app/mayo-clinic/id523220194) *   [Terms & Conditions](https://www.mayoclinic.org/about-this-site/terms-conditions-use-policy) * [Privacy Policy](https://www.mayoclinic.org/about-this-site/privacy-policy) *"
89,[Notice of Privacy Practices](https://mcforms.mayo.edu/mc5200-mc5299/mc5256-01.pdf) * [Notice of Nondiscrimination](https://mcforms.mayo.edu/mc2500-mc2599/mc2570-61.pdf) * [Accessibility Statement](https://www.mayoclinic.org/about-this-site/accessibility-statement) * [Advertising & Sponsorship Policy](https://www.mayoclinic.org/about-this-site/advertising-sponsorship-policy)
90,* [Site Map](https://www.mayoclinic.org/site-help/site-map) * [Manage Cookies](https://www.mayoclinic.org/#) * [Terms and Conditions](https://www.mayoclinic.org/about-this-site/terms-conditions-use-policy) *
91,[Privacy Policy](https://www.mayoclinic.org/about-this-site/privacy-policy) * [Notice of Privacy Practices](https://mcforms.mayo.edu/mc5200-mc5299/mc5256-01.pdf) * [Notice of Nondiscrimination](https://mcforms.mayo.edu/mc2500-mc2599/mc2570-61.pdf) * [Accessibility Statement](https://www.mayoclinic.org/about-this-site/accessibility-statement) *
